Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
172529,1.940876735,-0.120983729,-0.729749478,0.790910116,-0.444921184,-0.738482385,-0.450910372,-0.123301182,0.957963577,-0.474306539,-0.375706368,0.568003671,0.995410955,-1.575980092,0.602824676,0.651435105,0.387887476,0.480594016,-0.686052519,-0.079655919,0.213388695,0.852499024,0.071645637,-0.034982053,-0.167074506,0.459796584,0.010717459,-0.014731542,24.99,0
172532,1.560076224,-1.156779455,-0.242702732,0.5728843,-0.996750971,0.130266191,-0.684314833,0.154756091,1.093295387,0.105791073,0.416540807,0.811044453,-0.014976821,-0.025946114,0.097388256,0.970713751,-1.033481063,0.742718017,-0.010442412,0.223452484,0.168367589,0.143600244,0.081042129,-0.394305963,-0.597037068,0.151842431,-0.035105965,-0.013292265,209.37,0
172532,1.962782544,0.058669343,-1.78248783,0.549268514,0.179758205,-1.38277973,0.32466703,-0.381483881,0.580133698,-0.503740582,-0.351270521,0.093279102,0.071249276,-0.728122724,0.949815839,0.167901599,0.425445552,0.436160498,-0.493270672,-0.111240772,0.225924334,0.732117125,-0.064458926,-0.143509773,0.232354418,-0.099160903,-0.007761575,-0.024095808,50.37,0
172532,1.971008844,-1.045087948,-2.360873533,-1.309890845,0.354997364,-0.105141095,0.106729635,-0.25334888,-0.423128446,0.484463643,0.024395117,0.925191575,1.005493691,0.477394279,-0.159657758,-1.876711139,-0.61485348,1.808140374,0.125471144,-0.269542313,-0.174638242,-0.158610385,-0.14583973,-0.357402763,0.380990361,-0.603468165,-0.003249565,-0.043050202,144.37,0
172535,-3.13762079,3.373731288,-2.426772061,-0.20909544,-1.904961246,-2.076046823,-1.072946401,2.238552542,-0.250989186,-0.114793419,-0.734370975,1.685183856,0.985050534,1.87586823,0.195261439,-0.168346489,0.827403212,-0.164028279,-0.552928039,-0.017764458,0.547917571,1.411626008,0.351979013,0.908510995,-0.497098074,-0.238214083,0.293922533,0.249251045,0.99,0
172536,-0.049074318,-0.032506673,-0.393289251,-1.161604178,0.053972024,0.965678679,-0.261672291,0.746428332,-0.641100242,-0.030180002,-1.449849968,-0.123575071,-1.132004404,0.100606055,-2.699892892,-1.565134984,0.015213465,1.372795542,0.258319319,-0.691970469,-0.649006006,-1.387782527,0.144526498,-0.543846747,-0.346683986,0.055994795,-0.115061749,-0.078723954,37.6,0
172536,-1.066943656,0.169090362,1.638528031,-2.191480803,-0.364374915,0.823916557,-0.549590002,0.733370224,-1.248903343,-0.478929175,-0.811483519,0.511101031,1.533091964,-0.382718718,-0.69461527,0.014446336,-1.238010468,2.344075152,-0.842214426,-0.421710508,-0.286808221,-0.540808687,-0.337469445,-1.37992903,0.382656562,0.589708068,-0.107753141,-0.033623402,31.9,0
172539,-5.823559666,0.333129822,-0.732745975,0.770116146,-3.78587068,2.124706407,-2.2728329,2.896201335,0.552731751,1.113104412,-1.554701067,1.183078259,0.287108308,-0.023928497,-1.800239653,-1.032456779,0.97518049,2.62021883,0.46584771,-0.325313945,-0.384072669,-0.204040037,-1.113031311,0.258387831,0.732836016,-0.231068769,-0.049822894,-0.019874826,150,0
172540,-2.944587048,3.371320552,-3.218726187,-0.680454085,-0.990116187,-0.976944723,-1.15501726,2.387401307,-0.064353088,-0.096481316,-2.526998216,0.848804,0.946812853,1.831705164,0.371002135,0.405135993,0.147328317,0.510966505,0.178392425,0.019544522,0.418260762,1.031410845,0.12859268,-1.038538953,-0.249786703,-0.115941882,0.285576897,0.240771448,1.29,0
172540,2.040713309,-1.115054834,-0.593102815,-0.411753359,-0.957420053,0.007467386,-1.008495704,-0.011596888,0.161283697,0.771490634,-1.45693319,0.041200608,0.761450174,-0.467746926,0.213462333,-1.118286062,-0.341746755,1.432285887,-0.884452184,-0.432341358,-0.163316797,0.088130474,0.168911169,0.510405913,-0.308169617,0.70571648,-0.018896338,-0.032374713,61.7,0
172541,-1.304435141,0.55527558,-0.211637815,-3.421905171,0.04179049,-1.234111113,1.147065125,0.253981645,0.651824679,-1.843113606,0.340160238,0.533707423,-1.317915616,0.954527174,-0.588625033,0.12994901,-0.832437719,0.235054851,0.072094549,-0.320441407,-0.178259417,-0.557488181,0.092777775,-0.391981334,0.232163157,-0.679741362,0.101892994,0.052746919,88.97,0
172542,1.634771449,-1.011947802,-1.679185333,0.793656897,-0.268535285,-0.78462491,0.440366928,-0.446122002,-1.087133781,0.965668987,-0.602316369,0.447240744,0.961737986,0.337680494,-0.046882181,-1.953372086,-0.057125012,0.802849025,-1.428230234,-0.106024467,-0.070485658,-0.158390315,-0.037341385,1.0722522,0.127070283,-0.599825115,-0.028959436,0.005012429,261.21,0
172543,-0.530325351,1.038187551,-0.089902136,-0.547841639,0.243875899,-1.142558815,0.673512869,0.267248497,-0.127530201,-0.656419974,-1.304389951,-0.088795622,-0.753548988,0.604917395,-0.641313328,-0.213992097,-0.041513772,-0.694822629,-0.036361506,-0.182704842,-0.114000785,-0.274641121,0.109177825,-0.019615129,-0.846867144,0.160786835,0.27034869,0.193376691,2.3,0
172543,-0.90972208,0.577333715,-0.610813849,3.22374389,-2.216834874,2.656914014,3.166606787,0.099502686,-1.175961056,-0.058353248,-2.301802936,-0.252672756,0.484030359,-0.448891742,-2.611365171,0.729780677,-0.520139369,-0.063853444,-1.43639959,-0.20081787,0.287249999,1.039311233,0.286807972,0.531633153,0.263986684,0.221901791,0.053982953,-0.229424773,707.21,0
172544,1.694745533,0.080109852,-0.971751179,3.639841775,0.36815647,0.119361644,0.252006977,0.084268454,-0.991993501,1.654767039,-0.173210605,-0.866698771,-2.254530997,1.026546013,-0.979638213,1.360871218,-1.11513154,0.188024969,-0.971075643,-0.176407998,-0.196498613,-1.019032751,0.223595445,-0.638243458,-0.375332003,-0.358164427,-0.082521317,-0.041861171,122.55,0
172544,-3.38226147,1.913438448,0.005863878,0.854053244,-0.526303977,0.395465844,-0.075043901,0.741599882,0.043085674,0.296318766,0.922980013,0.364699812,-0.408807507,-0.810934868,0.436095855,0.696407952,0.716048804,1.142119976,0.831153973,-0.409953794,-0.204115979,-0.795352378,-0.132280436,0.606044024,0.28472653,-0.821367779,-0.94061544,-0.06361828,51.9,0
172544,-0.790577154,0.30087791,1.329501335,-1.276072422,-0.166170042,0.095201568,0.688984593,0.099012504,0.046698061,-0.745060564,0.337933896,0.206014034,-0.395397163,0.013949517,-0.40428584,0.986361696,-1.227767036,0.724363655,-0.669427349,-0.147876699,0.29023606,0.762675809,-0.202670519,-0.355773416,-0.22871589,0.552043282,-0.038792821,0.120413923,109,0
172546,0.142623697,1.070849074,-0.374944198,-0.534893072,0.927845909,-0.854186642,1.009340497,-0.140598787,-0.121182337,-0.848289817,-0.570524017,0.143634361,0.461826895,-1.106595152,-0.293438837,0.296551641,0.356396242,-0.28761939,-0.249367572,0.048100436,-0.333047742,-0.788415057,0.096706006,0.642215174,-0.411235214,0.107771549,0.225282998,0.085870542,3.59,0
172546,1.886116308,-0.402198788,-0.158786426,1.061356252,-0.34852702,0.769410128,-0.937567993,0.377900164,1.018541338,0.309200055,0.239302264,0.60993026,-0.356923513,0.042063102,0.12506085,0.891936182,-1.12609132,0.922407739,-0.271465167,-0.197850531,0.080683653,0.276467543,0.242710139,0.1616764,-0.327870029,-0.772633073,0.06605501,-0.026478276,22.47,0
172546,0.087107141,-0.02573427,-0.192845785,-2.159285304,-0.454086658,-0.330370234,-1.131547974,-2.676147184,-1.242331708,-0.27790232,0.225393444,-0.998965504,-2.162232541,0.959585897,-0.744103702,1.844992155,-0.340330904,-0.493732966,-0.221573069,0.54063731,-0.89221208,1.15329024,-0.264107652,-0.358289357,0.837541497,-0.078788433,0.044675023,0.240388898,34.35,0
172546,-0.783028094,1.456596969,0.031897963,-0.842487251,0.41893248,-1.080227218,1.160254843,-0.369888573,0.847106735,1.024422089,-0.671792418,0.173819955,0.108275161,-0.398317787,-0.276905569,-0.32167147,-0.499257918,-0.948095043,-0.271201152,0.52246149,-0.432799863,-0.599954131,0.057923261,-0.029526979,-0.324850736,0.13375316,0.525563045,0.109029884,8.05,0
172548,-0.486047871,1.477699277,-0.397117466,1.004996775,0.534127873,-0.813078273,1.138724647,0.144796131,-0.798517227,-0.237140521,-1.335079445,-0.0925615,-0.418988502,0.850378027,-0.326385229,-1.057308354,0.349163522,-0.268690394,0.771777942,-0.020137397,0.16169412,0.622426539,-0.1893637,-0.076081424,0.060993834,-0.368163412,0.305427237,0.181487352,32.46,0
172548,0.134200652,0.326634805,0.24981368,-1.381721868,-0.269202491,-0.538860767,-0.02398892,-0.067629831,-1.042320149,-0.184291503,1.429641434,0.192120396,1.098631465,-2.185156647,-0.734440909,1.498596588,1.172399458,0.015830528,0.686602404,0.139798976,0.494929669,1.523346442,-0.011603393,-0.045293971,-1.295609746,-0.251447168,0.197084797,0.290205049,24.99,0
172548,0.016020078,0.834031762,0.266257408,-0.60183347,0.517103361,-1.014165178,0.992799279,-0.186749273,-0.070714233,-0.423674877,-0.903800846,0.24804157,0.229574734,0.073555084,-0.372492051,-0.141625162,-0.389311375,-0.838676726,-0.130719963,-0.018072328,-0.253483776,-0.545555909,0.074370631,-0.085230175,-0.485889863,0.147051726,0.250027764,0.097329097,4.45,0
172549,2.174498946,-1.49027193,-1.221714541,-1.881751143,-0.395973439,1.034384274,-1.30877779,0.274125967,-1.512298843,1.608604964,0.82472997,0.128650831,0.713539795,-0.214390206,-0.151730632,-1.140293302,0.852706163,-0.841085687,-0.675214269,-0.488822728,-0.07386453,0.409162087,0.219061773,-1.638713737,-0.316721964,-0.049943774,0.056321968,-0.077890202,15,0
172550,-2.33606256,-1.646801947,0.437723903,-2.151699371,-0.603340398,-0.438379866,0.888150222,0.500257112,0.272533716,-1.948569742,0.112596275,0.497912154,-0.330655741,0.443905808,-0.480775761,1.183372699,-1.217218422,0.996742228,-0.843607149,0.844838332,0.619127605,0.550545983,0.590059901,-0.396059037,0.162967676,0.517447348,-0.212847043,-0.107523124,398,0
172553,1.510244132,-0.40696956,-0.225328468,3.706604922,-0.030942828,1.287371526,-0.473425418,0.349997724,-0.473491861,1.458105914,-0.166676237,0.150957219,-0.180464251,-0.012252879,-1.151105946,1.587474782,-1.329635067,0.788721294,-1.328178684,0.125669715,0.296366174,0.468725373,-0.001432562,0.256293123,-0.265943701,-0.01581904,-0.029350343,-0.007402478,188.34,0
172553,2.122349783,-0.800056475,-1.645351836,-0.993751312,-0.052582125,0.312931276,-1.018314301,0.132179538,-0.196057496,0.215789333,0.530991303,-0.239461579,0.65235663,-2.047599827,-0.239844704,2.115944605,0.762158409,0.286875653,0.80981564,0.171996202,0.242086766,0.692038785,-0.01946242,-0.445725141,-0.035181934,-0.076154716,0.019807114,-0.020409223,43.16,0
172554,1.676534941,-1.237115913,-1.418634711,-0.455459914,-0.806266652,-1.151820008,-0.101429993,-0.395275584,-0.467794688,0.061600451,-0.084850648,0.161415134,1.527658771,-1.700013099,0.012083007,1.436462478,1.09387437,-1.487093706,0.584617988,0.607424288,-0.1715157,-1.022595772,0.208905127,-0.135728209,-0.574545314,-0.705433372,-0.033052731,0.030096097,269,0
172556,0.021017607,0.745140715,-0.224252436,-0.965561227,0.899337725,-0.741997955,1.384377816,-0.391788344,-0.500626399,-0.611904748,-1.412510633,0.261342102,1.451514059,0.043621493,-0.030947671,0.185886851,-0.975688247,-0.025078231,-0.176674733,0.045351192,0.353044517,1.075302217,-0.154048943,-0.608900148,-0.585042271,0.65526137,0.138667647,0.214580647,55.9,0
172556,-1.04719018,1.06026228,2.157605866,0.474469931,-0.151068189,-0.114430813,0.951264982,-0.009539562,0.16030625,-0.837337119,-1.05357838,0.283644282,-0.613861066,-0.38342544,-1.440764854,-0.638917433,0.136041521,-0.944982135,-0.02362015,-0.245946972,-0.473305644,-1.257094069,-0.150043231,0.317413798,0.380831145,-1.029329672,-0.157093982,0.05194295,45.89,0
172556,-0.924650601,1.300221312,0.620811141,-1.164495285,0.618326286,-0.092938251,0.56361163,-0.043181343,0.686475611,-0.989225652,-1.382686571,-0.230727975,0.529045178,-1.708460614,0.516919151,0.746350226,0.004263162,0.582691868,0.051823215,0.06410052,-0.236541363,-0.678811621,-0.212404017,-1.186405569,-0.175647546,-0.244410291,-0.167415537,0.206311732,5.09,0
172558,-6.491016311,5.700607438,-6.421237205,-0.971125851,-2.902873952,-0.713294761,-3.470382209,5.332066379,-0.143786698,0.025694287,-1.453912357,2.219485043,0.786880481,2.154939201,-1.141331387,2.09558086,1.661249439,0.905207959,0.057022051,0.142556379,-0.192001488,-1.321233902,0.617429132,-0.559789829,0.515725627,0.232630272,-0.113611704,-0.056250103,16.98,0
172561,-0.57755183,1.217986963,-1.269378572,0.009522941,3.79671269,3.511432168,0.94514319,0.797008773,-1.27549557,-1.016468248,0.146385906,-0.527193966,-0.579246635,-0.798662202,0.407881991,-0.74717183,1.314444492,0.274580757,0.641253889,0.17445735,-0.017717027,-0.059760245,-0.555000609,0.593416329,1.169578624,-0.167233772,0.070783476,0.078820527,22.45,0
172562,2.045375764,-0.089532919,-1.139513683,0.392015361,-0.073912483,-1.121208455,0.209627602,-0.336986518,0.529370682,0.062908224,-0.849663185,0.462872504,0.228469373,0.242706159,0.037654516,-0.066685202,-0.349054274,-0.835289196,0.196275736,-0.182004848,-0.288801529,-0.722608181,0.307834536,-0.105917986,-0.279304281,0.2031141,-0.072719113,-0.058669248,15.99,0
172562,0.020273207,0.813097505,0.177981906,-0.788447207,0.662114719,-0.522678069,0.897313874,-0.020124497,-0.299960388,-0.253334626,0.547441068,0.796022857,0.088849597,0.272679301,-1.044661493,0.135254159,-0.728731996,-0.248673475,0.25686594,-0.018738135,-0.224026489,-0.486393325,0.019807492,-0.399336619,-0.487312129,0.14597168,0.24718856,0.083438821,2.67,0
172563,-1.403832849,0.750307246,1.807602093,2.3421549,1.408161121,2.395871182,-0.05430919,0.740729494,-1.077628886,0.883615455,0.033193218,-0.330544461,-0.854299591,-0.098497049,-0.783667603,0.725407488,-0.661826675,-0.326868696,-2.450810871,-0.480252461,0.368871517,1.133819936,-0.110059168,-1.666390962,-0.162721037,0.166957613,-0.227449066,0.177851501,3.44,0
172563,1.958528078,-0.548238275,-0.263256993,0.416724411,-0.890533657,-0.584818586,-0.647917544,-0.065814561,1.298945974,-0.010485967,-1.04633484,0.303741939,0.123150325,-0.266846806,0.366757609,0.333291143,-0.486798876,0.051996048,-0.244181617,-0.14599896,0.220087176,0.823301081,0.108266942,0.050231824,-0.25683985,0.741347117,-0.03199157,-0.04671143,29.95,0
172564,1.79859542,-1.275680296,-2.898196731,-0.856260479,0.152040689,-1.279132874,0.829545459,-0.686897038,-1.155192367,0.814592671,-0.964182308,-0.101433073,0.4520526,0.624856358,-0.241260424,-2.231099153,0.24515705,0.450008673,-0.567047147,-0.038685263,0.022388947,0.108803206,-0.265672074,0.732953679,0.307564973,1.5877836,-0.217269989,-0.05099254,265.66,0
172565,2.0264613,-0.372538034,-0.666348466,0.236839918,-0.103327474,0.311256884,-0.618810606,0.047031059,1.356503206,-0.208940495,-1.420400988,0.748080613,1.227358477,-0.442823763,0.510486156,0.201875862,-0.777292458,0.254041759,-0.034447296,-0.112202815,0.158864027,0.735067825,0.062838641,0.075440804,0.033760184,-0.203771308,0.045376162,-0.034825283,9.99,0
172566,-0.816704869,1.727098499,0.06962442,2.531435824,1.898395705,-0.107567078,1.746243624,-0.358108537,-2.417862275,1.217739058,0.162770906,0.549729993,0.896154211,0.31749832,-2.50960608,0.421246333,-1.08969885,-0.160884939,-1.067496743,-0.318684442,0.270866904,0.778252436,-0.499873011,-0.285494361,0.121381367,0.056686268,-0.246874187,0.140923523,35.74,0
172566,-1.500110264,1.129084563,1.227705363,0.820677038,0.456445774,1.058160283,0.050947221,0.731136954,-0.330762069,-0.35108621,-0.001351465,1.297495619,0.597512215,-0.071612089,-1.47197757,-0.531929672,0.097345672,-0.08446113,1.726581495,0.048300751,-0.478131342,-1.266218787,-0.27583965,0.184408002,0.424832748,-0.830764783,0.023105082,0.002240099,20.25,0
172567,-0.783702529,0.39875981,0.148712178,-0.219057506,0.969126053,-0.315425535,0.211207396,-0.141601723,0.703480976,-0.835065553,-1.529942035,-0.061666338,1.095412685,-1.754475708,0.619186943,0.549621094,-0.011812257,1.272245198,0.277885463,-0.199608493,0.276290415,1.131879024,-0.094110695,-1.040475942,-0.564717227,-0.16418111,-0.098075764,0.367329004,7.43,0
172569,-0.744752125,1.616230419,-1.205163895,1.000609237,0.232277834,-0.487542966,0.473049213,0.085075982,-0.502456056,0.414810001,1.211528181,1.027866466,1.480670713,-0.591558312,1.215387316,-0.58812065,0.999328144,1.437735408,2.578092789,0.277278809,0.379196665,1.445341827,-0.127247961,-0.326548219,-0.856144488,0.151136746,0.221809313,0.322507887,49.06,0
172569,-1.762663749,-1.230887577,-0.587726628,-1.898574112,-2.611232271,1.30144719,3.645125791,-0.911944861,1.133299583,-0.814433966,0.559372096,0.095702457,-0.664034402,-0.34128612,-0.297738923,0.90199506,-1.33893419,0.180216219,0.131452782,-1.241058683,-0.526145439,-0.121367121,0.631407239,-0.416584529,-1.338262763,0.006723867,-0.084767641,0.308716504,724,0
172571,1.922018554,0.058216609,-1.371600653,1.385776236,0.223208093,-1.057368178,0.548172997,-0.369505621,0.243831452,0.227829357,-0.859752301,0.35770254,-0.137897376,0.50402268,-0.14996304,-0.441042571,-0.276842649,-0.644781939,-0.29602918,-0.192186452,-0.053572383,-0.096127839,0.101307079,-0.040544075,0.172553301,-0.697254418,-0.011275572,-0.044229595,55.9,0
172572,2.11339933,0.151384693,-1.929014188,0.288707289,0.690068762,-0.56701237,0.181040445,-0.207610824,0.515574798,-0.380441317,-1.037235455,0.022188179,0.263729458,-0.89777359,0.233633997,0.470385854,0.269533586,-0.142744532,0.257455781,-0.131587412,-0.3992219,-1.036459342,0.271203319,-0.007201099,-0.181909615,0.205079603,-0.062736192,-0.035747304,1.79,0
172573,-2.311452803,3.064076892,-0.725051377,2.16631997,1.091352928,-0.661393432,0.944814159,0.528364858,-1.533261427,0.26218364,0.90843916,-0.250236,-0.78650001,-2.277805939,-2.365704674,2.330881672,0.876689293,0.904108936,-2.812544359,-0.284901245,-0.234180693,-1.050250188,0.003889119,-0.27598361,-0.263322238,-0.680537407,-0.803180105,0.033370044,7.78,0
172573,0.14096576,1.076885534,-0.404366716,-0.563536181,1.018631543,-0.720504962,1.003629609,-0.120825735,-0.147482305,-0.861792417,-0.556611641,0.244992261,0.673494112,-1.145949274,-0.262459683,0.251455433,0.372459953,-0.375774572,-0.292485296,0.055365645,-0.330593055,-0.762811878,0.089078683,0.517754195,-0.409246255,0.117172015,0.229985488,0.084874063,2.69,0
172574,-0.812332311,0.980485706,0.993590326,-1.254946294,0.182967551,-0.05924752,0.302244339,0.294051829,0.609334819,-0.794954341,-1.975906594,-0.262584181,0.020721828,-0.144727734,0.380700274,0.512136132,-0.880081672,0.236224271,0.301135376,-0.011590112,-0.248660562,-0.549950963,-0.197056269,-1.036043916,-0.149532712,-0.235166195,-0.066239204,-0.099631628,0.77,0
172574,-0.820248098,1.830673049,0.90369462,1.871790026,1.389555862,-0.608223368,1.765530105,-0.306297687,-2.04221607,0.557589535,-1.211622407,-0.321514647,0.381480279,0.188981501,-1.573052157,1.239716013,-1.43404935,-0.766649787,-2.770662253,-0.358306771,-0.0361125,-0.379940772,-0.131772547,-0.023083588,-0.111448141,-0.50604011,-0.21277468,0.162057348,18.96,0
172575,-1.063021786,-0.285435446,0.348563435,-0.268214267,1.328544822,-0.484901924,1.38815756,-0.459837546,-0.179957645,-0.337450643,-1.115461095,-0.031887758,0.416670677,-0.188930686,-0.21488549,-0.413568968,-0.384354208,-0.569414838,0.824735055,-0.071594773,-0.288925846,-0.329995831,0.741744216,0.491320805,-0.113559438,0.295120436,-0.059547344,-0.181146634,89.26,0
